Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,2626.425301
NCW29,OUT035,2346.259764
FDO11,OUT013,4279.747258
NCM31,OUT049,2266.102645
FDV35,OUT019,436.7491349
FDF58,OUT017,1073.864494
NCE43,OUT049,3359.852071
FDA02,OUT035,2449.307601
DRL37,OUT010,136.6123068
FDR24,OUT018,1285.006694
FDW59,OUT049,1300.012341
FDS22,OUT049,687.2088525
FDW24,OUT017,831.158702
FDU24,OUT035,1913.024813
FDA21,OUT027,4828.985015
FDH58,OUT027,2833.499278
FDW36,OUT018,1704.406534
FDI45,OUT027,4476.143232
FDU01,OUT018,3362.871639
FDF35,OUT027,2823.202796
FDU43,OUT019,4222.044553
FDE24,OUT019,380.0973167
FDK50,OUT049,528.8159609
FDG31,OUT045,1203.239121
FDC60,OUT045,1670.552815
FDL36,OUT013,1528.825493
FDP21,OUT013,3463.347257
FDW16,OUT045,1292.006632
FDX02,OUT017,5114.710059
FDQ58,OUT027,2002.933954
FDT51,OUT046,1767.351527
FDD59,OUT049,1408.663147
NCM42,OUT018,2593.560722
FDA57,OUT018,695.3621643
FDZ48,OUT035,204.6199254
FDE46,OUT045,2099.344117
NCZ30,OUT019,1832.451815
FDB56,OUT017,3391.826022
FDA25,OUT027,2619.786944
FDD20,OUT013,2186.930257
FDL25,OUT013,1408.684427
NCO18,OUT049,2546.12999
FDJ45,OUT017,688.7749305
FDR12,OUT035,2988.741633
NCF19,OUT010,806.6950291
FDK25,OUT046,2867.125982
NCR17,OUT046,2111.896173
FDC52,OUT046,3928.182217
NCA54,OUT017,2540.610385
FDR45,OUT010,4093.251436
NCM19,OUT049,1864.760974
FDF39,OUT027,3711.962695
FDX23,OUT049,1284.505788
FDD58,OUT027,2671.351015
FDX28,OUT013,1460.179958
NCD31,OUT013,2739.967477
FDU57,OUT018,387.0700717
FDI27,OUT046,813.3005273
NCM42,OUT046,2593.560722
FDD32,OUT027,179.3383161
FDI34,OUT013,3520.805767
NCM29,OUT049,1845.46074
FDG46,OUT018,1846.941825
DRC01,OUT010,173.7939185
FDB15,OUT027,5632.307413
NCA17,OUT027,3450.607064
FDF10,OUT046,2966.805268
FDR26,OUT027,4660.713607
FDI02,OUT049,2808.75292
NCM54,OUT010,1751.793141
FDF14,OUT013,2397.582286
FDJ33,OUT010,269.0932558
FDM20,OUT035,4464.730836
FDC03,OUT027,5076.482813
NCX05,OUT046,1955.029452
NCM41,OUT027,2661.629449
NCU29,OUT010,2487.787098
FDQ59,OUT017,1371.624884
FDH46,OUT010,1618.563238
FDH09,OUT013,850.4439559
NCD06,OUT045,848.8826641
FDC15,OUT035,3817.495869
DRD37,OUT027,1507.720767
FDT28,OUT027,364.2707721
FDR28,OUT027,388.2171215
FDT38,OUT017,1335.281262
FDV34,OUT027,1329.947838
FDY52,OUT035,1733.334083
FDB34,OUT013,1596.343913
DRL23,OUT018,2468.428324
DRB24,OUT046,2022.813602
FDJ50,OUT046,1790.984174
FDQ49,OUT035,2406.022884
FDP20,OUT035,1952.914892
FDV19,OUT027,4281.358131
NCR54,OUT045,3267.072065
FDO09,OUT010,4552.01745
FDS57,OUT018,2024.61086
FDN10,OUT049,2000.045903
FDV23,OUT049,1935.152234
FDY28,OUT049,3910.997571
DRG51,OUT013,2308.939363
FDD45,OUT019,285.2489043
NCL18,OUT027,4926.902753
NCM29,OUT013,1845.46074
FDF17,OUT027,5074.364529
FDE22,OUT017,2518.961498
FDQ22,OUT017,630.1181843
FDS01,OUT013,3240.691053
FDW35,OUT027,808.0878298
FDJ33,OUT046,269.0932558
NCF54,OUT035,2583.492809
FDE09,OUT013,1785.375734
NCE06,OUT045,2608.980741
DRH49,OUT049,1295.513225
FDY43,OUT045,2697.06799
NCT05,OUT017,3933.390085
FDZ34,OUT045,2738.780507
FDL38,OUT017,1492.382825
FDZ31,OUT017,3256.760699
FDR14,OUT035,195.1128394
NCN54,OUT049,1213.940335
NCC42,OUT027,3112.797679
FDK08,OUT017,1644.137092
FDP59,OUT013,1542.367344
FDV22,OUT035,3083.995013
FDD33,OUT035,3490.424279
DRE60,OUT027,5185.221732
FDK52,OUT046,4730.38288
FDA02,OUT017,2449.307601
FDM56,OUT049,1592.760634
FDE57,OUT035,2033.989789
FDM32,OUT045,1619.616394
NCQ30,OUT027,2692.810589
FDQ27,OUT027,1945.970986
FDT60,OUT027,2883.786533
FDU43,OUT049,4222.044553
NCO55,OUT035,1666.310447
FDG02,OUT045,2863.483874
FDJ28,OUT013,3303.846793
FDP40,OUT045,1911.137078
FDJ38,OUT045,3115.961732
NCC54,OUT017,745.3292597
NCZ41,OUT046,2061.232576
FDK38,OUT019,2358.312574
FDU52,OUT013,2595.593339
FDC40,OUT046,1196.538446
NCR30,OUT017,2061.572077
NCN18,OUT017,1557.674386
FDB50,OUT035,338.6516677
FDG04,OUT013,3528.665951
FDR26,OUT035,4660.713607
NCT17,OUT018,2601.998525
FDX35,OUT027,3034.197448
FDS12,OUT046,2938.060531
NCZ29,OUT027,3095.912454
FDB38,OUT010,361.4236769
FDP12,OUT013,1536.563929
FDP22,OUT046,872.4247711
FDS26,OUT018,3821.862658
FDR52,OUT046,3222.648598
DRJ13,OUT046,2477.603247
FDU48,OUT027,1613.028537
FDE29,OUT035,1208.118488
NCT29,OUT049,1873.735956
DRK37,OUT018,3530.787368
FDK55,OUT046,1308.336011
FDR07,OUT046,1653.369203
FDO21,OUT027,611.6865214
FDK46,OUT049,4311.931267
FDB12,OUT045,1653.995672
FDT31,OUT027,2938.845809
FDJ33,OUT045,269.0932558
FDC26,OUT027,2066.964679
NCQ02,OUT045,3072.979656
FDP08,OUT010,2966.356666
FDB11,OUT027,4628.086642
FDV55,OUT013,2546.449687
FDW20,OUT049,1722.566941
NCJ18,OUT019,1722.690474
FDC41,OUT018,993.3717643
FDE14,OUT027,2543.349424
FDG35,OUT013,3407.882102
FDF45,OUT035,1996.186278
FDS19,OUT027,2213.492592
FDS58,OUT019,453.8689669
FDA26,OUT017,4234.02892
FDM32,OUT049,1619.616394
FDL45,OUT046,2292.399311
FDZ55,OUT049,2533.480629
FDY37,OUT049,2159.009052
FDO46,OUT046,563.9334085
FDQ60,OUT046,1964.342254
FDA19,OUT018,1705.195769
FDL15,OUT046,3804.246562
FDM10,OUT018,2999.447453
NCL05,OUT017,683.8929047
DRK49,OUT010,518.0067313
NCE18,OUT027,5625.762997
FDG40,OUT049,669.4800862
DRI59,OUT045,3891.193273
FDK28,OUT035,4872.250997
NCD06,OUT019,848.8826641
FDO11,OUT019,4279.747258
FDK27,OUT046,1867.83586
FDT43,OUT027,1768.044377
FDD38,OUT018,1287.664725
FDA16,OUT049,4153.124063
FDL14,OUT027,2599.506995
NCM17,OUT049,825.7834493
FDD20,OUT045,2186.930257
FDA40,OUT045,1226.05807
FDL43,OUT045,1220.840533
FDV15,OUT045,1912.921905
FDE52,OUT046,1286.58906
NCL17,OUT010,430.555805
NCJ31,OUT045,3410.056388
FDR60,OUT045,1128.463108
NCA18,OUT035,1707.948352
FDS21,OUT027,930.587858
FDW09,OUT035,1266.128237
FDL26,OUT035,3223.172351
FDS47,OUT018,1298.317304
FDC39,OUT046,3536.537249
FDT51,OUT035,1767.351527
FDK40,OUT035,3883.591615
NCG19,OUT045,2969.966802
FDZ07,OUT046,973.6593188
FDF08,OUT027,1414.646307
FDO04,OUT013,824.6950371
FDK41,OUT018,1113.253596
FDP15,OUT049,3960.988832
NCD43,OUT018,2392.499261
NCP18,OUT013,2392.19071
FDZ51,OUT046,1551.996327
DRH13,OUT035,2514.229515
FDF38,OUT045,641.8414732
NCI43,OUT045,733.2986519
FDM38,OUT027,1963.815059
FDS03,OUT013,1086.093714
DRJ47,OUT017,3057.421435
FDT50,OUT010,262.6079403
FDV02,OUT046,2711.049805
NCG18,OUT017,1752.659465
FDW52,OUT046,3209.113758
FDS40,OUT035,687.0559741
FDN31,OUT017,2799.071154
FDA37,OUT045,1866.350531
FDA15,OUT046,3696.077555
FDL39,OUT046,2685.419534
FDJ53,OUT045,1678.939444
FDX22,OUT013,508.0939543
NCZ42,OUT045,3289.225785
FDD56,OUT027,4358.026183
FDD40,OUT017,3181.197035
FDS50,OUT013,3910.713435
NCN14,OUT013,2694.626768
FDT15,OUT013,2954.426532
NCS18,OUT027,2614.336698
NCO26,OUT010,2711.954567
FDF58,OUT018,1073.864494
NCB19,OUT013,1670.349602
FDH26,OUT017,2060.674925
DRB24,OUT027,2022.813602
FDA49,OUT018,1294.117766
FDB32,OUT045,1509.500223
FDI36,OUT017,2939.901228
NCA17,OUT010,3450.607064
FDH22,OUT013,2102.365682
NCM26,OUT018,2245.846401
FDT15,OUT027,2954.426532
FDB16,OUT018,1232.016861
NCP54,OUT027,2050.41928
FDJ36,OUT013,1774.562176
FDO28,OUT045,1744.636394
FDU09,OUT013,858.999218
FDF29,OUT017,1980.62503
FDY08,OUT013,2263.512575
DRJ59,OUT018,588.780094
FDT23,OUT027,2276.691958
FDU15,OUT018,594.4256813
FDT47,OUT013,1777.146889
FDI53,OUT019,2188.724678
FDR59,OUT018,3272.523495
FDD53,OUT035,736.3157076
FDY51,OUT017,3321.687834
FDT04,OUT049,630.8714993
FDU51,OUT049,3083.92833
FDG14,OUT035,2791.803823
NCU06,OUT045,3741.603991
DRG25,OUT046,2985.036751
DRH49,OUT035,1295.513225
FDN15,OUT035,1931.429103
FDL43,OUT018,1220.840533
NCT18,OUT049,3813.370258
NCB31,OUT013,3908.00352
FDK57,OUT035,1813.654008
FDY04,OUT019,2460.656774
NCP54,OUT046,2050.41928
FDF41,OUT013,4195.071688
FDM01,OUT045,1871.054172
FDW03,OUT045,293.8990395
FDF28,OUT045,1835.15654
FDY37,OUT017,2159.009052
FDQ03,OUT017,5411.810732
FDP51,OUT027,1875.313327
FDJ40,OUT017,1423.353262
FDC32,OUT049,1396.553667
DRI49,OUT027,1439.809621
NCW54,OUT017,876.7801588
FDF09,OUT017,650.3144433
FDP45,OUT018,3802.311302
DRJ23,OUT018,3110.386642
FDS59,OUT017,2193.583801
FDY08,OUT046,2263.512575
FDX16,OUT049,2943.110518
FDY16,OUT018,3050.128145
FDK32,OUT035,2528.036179
FDQ22,OUT013,630.1181843
NCC31,OUT018,4053.950806
FDG58,OUT049,3864.208608
DRF48,OUT013,545.8237733
DRH36,OUT049,1107.47932
NCR30,OUT035,2061.572077
FDB03,OUT019,629.8702216
FDZ28,OUT027,2826.239744
FDR35,OUT017,2787.709217
DRD15,OUT027,3207.038083
FDJ33,OUT019,269.0932558
FDA56,OUT010,1522.23931
FDP56,OUT046,880.2293962
NCT30,OUT046,758.1312543
FDK15,OUT017,1802.521448
FDH44,OUT018,2032.476734
FDV01,OUT013,2602.406691
DRG03,OUT017,2329.242244
FDG50,OUT027,2458.446301
FDR16,OUT010,3184.852627
FDZ60,OUT046,1422.55697
DRG03,OUT045,2329.242244
FDS56,OUT018,3809.068277
FDU33,OUT045,848.9134917
DRD27,OUT035,1356.218905
FDW22,OUT046,2994.996066
DRA24,OUT045,2495.470424
FDF38,OUT049,641.8414732
FDX48,OUT013,3978.958782
FDS58,OUT018,453.8689669
FDC32,OUT046,1396.553667
NCQ29,OUT045,3531.158751
DRK39,OUT018,1360.550842
NCS38,OUT017,1889.631515
DRO47,OUT013,2211.726267
DRG27,OUT027,715.182383
FDC57,OUT027,3170.051036
FDS55,OUT046,2629.973172
NCJ06,OUT018,2200.379656
FDO01,OUT019,352.8071041
NCM55,OUT045,4191.869678
FDC52,OUT049,3928.182217
FDQ15,OUT045,1362.239682
NCT30,OUT027,758.1312543
NCR42,OUT027,160.0485385
FDD28,OUT035,192.7180742
FDQ34,OUT049,1491.308383
FDZ12,OUT027,2995.899715
DRE13,OUT019,1353.690541
NCN07,OUT019,2168.59476
FDM28,OUT035,2786.95264
FDI10,OUT017,2908.890937
FDQ25,OUT013,2557.51258
FDA38,OUT010,3631.130887
DRI13,OUT049,3665.789054
FDY20,OUT027,2412.367279
NCZ53,OUT035,3207.82209
NCM31,OUT013,2266.102645
DRB01,OUT017,515.951591
DRF37,OUT046,4116.753486
NCF42,OUT049,2888.094015
FDF16,OUT018,2226.34
FDB41,OUT013,706.4460109
FDR34,OUT013,4075.320036
FDR15,OUT018,2225.753744
NCV42,OUT019,362.9894988
FDW51,OUT035,3355.570365
FDU36,OUT017,1747.603165
FDX60,OUT049,1269.047244
FDY03,OUT035,1980.106472
FDW55,OUT045,4190.614683
FDT01,OUT010,602.5447607
FDG58,OUT013,3864.208608
FDK21,OUT017,4459.16002
NCS41,OUT019,3125.512743
FDS10,OUT045,3165.469215
NCT53,OUT046,2605.741905
FDJ28,OUT018,3303.846793
FDX44,OUT045,1257.766995
FDT20,OUT018,150.788988
FDO44,OUT017,1914.512534
NCX17,OUT049,3065.501597
FDY01,OUT017,1883.502353
FDJ12,OUT027,4942.679808
DRK35,OUT018,660.4989006
FDD47,OUT019,433.5913751
NCM53,OUT035,288.4986236
FDO45,OUT013,210.6396507
NCM42,OUT010,2593.560722
FDE04,OUT046,2684.530379
NCI30,OUT027,751.2724745
FDZ19,OUT013,2156.496715
FDW57,OUT013,2892.305768
FDA25,OUT013,2619.786944
FDT22,OUT046,1029.12455
FDP51,OUT013,1875.313327
FDD48,OUT027,219.008285
FDY39,OUT035,2963.026979
FDO48,OUT010,537.5761354
FDD23,OUT027,3433.654127
DRN35,OUT027,1439.728883
FDT01,OUT035,602.5447607
FDC20,OUT010,182.8278143
DRJ35,OUT035,1102.185143
FDB32,OUT046,1509.500223
FDL24,OUT046,3208.213033
NCV42,OUT035,362.9894988
FDZ46,OUT046,2839.643725
FDC15,OUT013,3817.495869
FDD08,OUT019,147.1595363
FDY50,OUT049,1341.810751
FDD36,OUT013,2013.863261
FDG57,OUT027,1735.926933
FDL21,OUT018,665.7605059
FDN16,OUT027,2528.065103
FDJ09,OUT027,1491.750553
FDS01,OUT010,3240.691053
FDV33,OUT017,4192.081222
DRE12,OUT017,1604.209931
FDR07,OUT013,1653.369203
FDP48,OUT010,410.0625365
NCB55,OUT035,848.8487568
FDQ08,OUT013,1054.075582
FDR34,OUT035,4075.320036
FDO33,OUT046,1830.287638
FDP13,OUT045,808.0317411
FDX12,OUT049,2988.376853
NCT06,OUT049,2569.757832
FDR16,OUT019,3184.852627
FDE36,OUT046,521.722559
FDZ36,OUT049,3371.664078
FDV13,OUT045,1524.5181
NCZ17,OUT035,733.6672921
FDU56,OUT045,2711.766389
FDM09,OUT035,483.4994164
FDV02,OUT017,2711.049805
FDS34,OUT018,1592.765927
FDA11,OUT049,323.6960267
FDP09,OUT017,3612.996604
FDB29,OUT027,2604.678204
FDT19,OUT017,2947.969413
DRH15,OUT017,764.3101022
FDY38,OUT046,5248.275959
FDF14,OUT027,2397.582286
FDN48,OUT010,198.2659458
FDQ12,OUT013,534.3932484
NCJ43,OUT045,2752.333705
FDE17,OUT019,388.5878046
FDB05,OUT035,4709.399964
FDH10,OUT045,1758.985195
NCR06,OUT017,673.87472
FDU32,OUT018,1890.832472
FDD56,OUT049,4358.026183
FDO36,OUT018,2661.627531
FDH16,OUT010,1361.47478
FDX10,OUT018,674.9319521
FDZ37,OUT017,1572.770678
FDU31,OUT010,5106.701887
DRC49,OUT049,2057.255865
FDL15,OUT045,3804.246562
FDN32,OUT019,531.8618101
DRH59,OUT027,1068.743622
NCU29,OUT049,2487.787098
FDR37,OUT019,614.2386153
FDS14,OUT018,2162.078484
FDU02,OUT027,5211.534427
FDJ08,OUT035,4892.546603
NCZ06,OUT045,3269.574374
FDO31,OUT049,1362.915812
FDH31,OUT018,1275.955618
FDS58,OUT017,453.8689669
NCA53,OUT027,1663.820599
FDF50,OUT046,2896.960099
NCW42,OUT049,3513.079201
NCQ17,OUT045,2308.301399
FDK51,OUT018,3891.700785
NCW41,OUT010,430.3123242
NCR29,OUT017,833.1985413
FDB08,OUT019,418.8508954
FDA40,OUT027,1226.05807
FDL14,OUT018,2599.506995
FDB47,OUT046,2506.729708
FDO03,OUT035,3899.964199
DRK13,OUT019,458.729399
FDX13,OUT010,667.6457939
FDF52,OUT046,3220.821034
FDT11,OUT013,626.3582459
FDB08,OUT013,418.8508954
FDQ28,OUT018,2515.872113
FDD29,OUT045,4780.713485
NCQ29,OUT027,3531.158751
NCO02,OUT013,967.6272249
FDR56,OUT010,2540.075619
NCM54,OUT049,1751.793141
FDP51,OUT035,1875.313327
FDT38,OUT013,1335.281262
FDZ20,OUT018,2848.985519
FDJ53,OUT013,1678.939444
FDX13,OUT049,667.6457939
FDP58,OUT035,3541.506727
NCK31,OUT019,935.9067617
FDA35,OUT018,1525.236125
FDV37,OUT018,2602.161147
NCO07,OUT027,3715.316054
FDA20,OUT045,2822.431958
FDZ59,OUT035,3160.967009
NCY17,OUT017,797.4556515
FDQ28,OUT035,2515.872113
FDV35,OUT017,436.7491349
FDQ36,OUT013,740.909196
FDD34,OUT018,3886.948173
FDK51,OUT045,3891.700785
FDV31,OUT035,4655.3309
FDR04,OUT035,1530.705403
FDR14,OUT049,195.1128394
DRC36,OUT010,2945.734988
FDE39,OUT019,334.1312139
FDP57,OUT049,1649.095606
FDE57,OUT046,2033.989789
NCN18,OUT046,1557.674386
NCQ05,OUT018,2436.852729
FDW47,OUT035,1920.457441
FDV46,OUT035,2045.329886
NCP29,OUT045,1028.544027
FDE09,OUT018,1785.375734
NCU06,OUT027,3741.603991
FDT19,OUT010,2947.969413
DRF15,OUT017,333.7251956
DRI51,OUT013,2766.668416
NCX54,OUT013,1803.344828
DRE01,OUT013,4504.382164
NCB07,OUT045,2626.886107
FDU50,OUT035,1678.560537
FDG40,OUT035,669.4800862
FDW10,OUT018,452.7328509
FDX51,OUT013,2722.48523
NCP17,OUT045,1183.929731
FDP21,OUT035,3463.347257
FDL04,OUT045,279.0353888
FDV23,OUT013,1935.152234
FDF24,OUT046,1555.436909
FDH56,OUT027,2120.999311
FDB51,OUT049,983.8729376
FDI58,OUT027,2456.742797
FDR20,OUT013,906.7941779
FDC51,OUT018,2024.532329
FDB16,OUT027,1232.016861
FDE40,OUT049,907.4438039
NCM17,OUT035,825.7834493
FDU56,OUT035,2711.766389
FDS32,OUT019,2117.176414
FDX02,OUT049,5114.710059
FDT39,OUT027,2254.630589
FDE35,OUT017,852.6754201
NCI42,OUT019,575.6394606
DRL23,OUT046,2468.428324
FDA10,OUT046,1964.045402
FDA11,OUT013,323.6960267
NCM06,OUT046,2295.933981
NCT05,OUT035,3933.390085
NCQ02,OUT010,3072.979656
NCY06,OUT049,2212.535373
FDY56,OUT035,5147.342913
FDL02,OUT035,2229.06444
NCI06,OUT035,439.603048
FDQ14,OUT045,2206.569736
FDQ12,OUT017,534.3932484
FDP36,OUT046,863.9849126
FDK21,OUT027,4459.16002
FDO40,OUT045,2591.187127
NCK54,OUT019,1987.490555
FDY09,OUT018,3553.528752
NCW30,OUT049,3842.894037
NCC55,OUT027,154.8364182
FDE58,OUT018,2012.6961
FDR39,OUT013,4732.666765
FDU28,OUT049,3144.904472
FDH08,OUT017,3780.965076
FDG35,OUT045,3407.882102
FDG22,OUT049,700.7284955
FDC34,OUT035,3087.530973
FDP15,OUT018,3960.988832
FDK34,OUT010,554.218574
FDU45,OUT035,2251.090782
FDQ04,OUT027,1443.700396
FDX22,OUT018,508.0939543
FDB45,OUT017,1757.448502
NCH43,OUT027,4948.827269
DRE60,OUT046,5185.221732
FDD17,OUT027,3584.87445
NCM54,OUT017,1751.793141
NCH55,OUT013,1855.623711
NCT06,OUT017,2569.757832
FDA48,OUT027,3465.983628
FDY58,OUT027,5579.134594
FDO25,OUT045,3153.016749
FDN50,OUT045,1471.359013
FDH35,OUT035,2117.759606
FDK09,OUT045,4138.179756
FDO16,OUT013,1711.196178
FDW11,OUT045,1017.742739
FDU47,OUT027,3321.777121
NCQ42,OUT010,267.9974212
FDK55,OUT027,1308.336011
FDN08,OUT049,1889.156842
FDT57,OUT045,2364.329353
FDJ12,OUT018,4942.679808
DRL59,OUT017,824.4246827
NCN53,OUT046,896.9632521
FDO51,OUT010,854.002932
FDK56,OUT017,3187.271752
FDY12,OUT035,829.2826243
FDU15,OUT035,594.4256813
FDQ19,OUT046,3969.210039
DRF15,OUT045,333.7251956
DRE25,OUT019,248.212783
FDK57,OUT018,1813.654008
FDD33,OUT010,3490.424279
FDR34,OUT027,4075.320036
FDU04,OUT045,1839.423636
FDE35,OUT019,852.6754201
NCD31,OUT035,2739.967477
FDJ56,OUT035,1956.359739
NCU53,OUT046,4006.71975
FDD39,OUT035,3434.458809
NCU17,OUT019,296.7689497
FDJ20,OUT046,1946.866749
NCW41,OUT018,430.3123242
FDL52,OUT035,790.3821247
FDS39,OUT035,2249.81003
DRJ47,OUT045,3057.421435
FDP13,OUT010,808.0317411
DRK39,OUT010,1360.550842
FDF28,OUT010,1835.15654
FDB09,OUT045,3098.291578
FDM51,OUT046,323.1440907
DRM49,OUT018,734.1836458
DRF23,OUT013,2746.654083
DRH01,OUT035,2892.378037
FDH12,OUT027,1672.739517
FDA28,OUT019,309.0047981
FDW37,OUT018,1274.424274
FDF02,OUT046,1812.582269
DRL37,OUT046,136.6123068
NCF43,OUT046,1909.711635
FDH08,OUT010,3780.965076
FDR34,OUT019,4075.320036
NCK19,OUT049,3624.678891
NCD55,OUT018,598.7451009
FDT27,OUT049,3446.750152
FDQ57,OUT045,2057.629443
FDA47,OUT035,2641.385231
DRG15,OUT027,1959.374411
FDE05,OUT018,1981.086648
FDN46,OUT046,1683.654023
FDX27,OUT027,1538.720718
FDT51,OUT045,1767.351527
FDU33,OUT013,848.9134917
FDJ16,OUT027,1820.064981
FDD20,OUT019,2186.930257
FDT36,OUT049,703.9339778
DRF15,OUT027,333.7251956
FDN52,OUT010,1249.6123
FDC22,OUT027,3307.457991
FDX15,OUT045,2800.19557
FDT13,OUT013,3307.737033
FDU04,OUT017,1839.423636
FDU31,OUT019,5106.701887
FDW59,OUT027,1300.012341
NCO29,OUT046,2599.40038
FDL15,OUT035,3804.246562
FDI41,OUT049,2659.00201
FDQ48,OUT049,1828.152329
DRI39,OUT013,898.2597638
FDI08,OUT013,4272.494488
FDC21,OUT049,1775.62716
FDF58,OUT035,1073.864494
FDS08,OUT010,2483.968307
FDE47,OUT045,1898.56373
NCP18,OUT019,2392.19071
NCR41,OUT013,1715.388627
FDA27,OUT013,3371.609686
FDA43,OUT035,3307.427067
FDA49,OUT045,1294.117766
NCE55,OUT018,2771.926942
DRM49,OUT027,734.1836458
FDF22,OUT027,4890.065781
FDQ15,OUT018,1362.239682
NCS54,OUT017,3483.040906
NCY05,OUT013,133.7566667
FDR45,OUT046,4093.251436
FDK57,OUT049,1813.654008
FDF41,OUT010,4195.071688
FDV21,OUT046,397.1044712
FDD51,OUT046,696.3853807
FDF33,OUT046,1965.930258
FDA38,OUT046,3631.130887
FDR56,OUT045,2540.075619
NCN41,OUT017,2090.622356
FDC60,OUT027,1670.552815
FDB47,OUT045,2506.729708
DRH01,OUT013,2892.378037
FDW08,OUT046,1564.695604
FDF38,OUT027,641.8414732
FDY32,OUT017,2748.452342
FDG34,OUT049,1755.04097
FDG47,OUT019,605.0818884
NCF18,OUT035,3178.151056
FDL39,OUT019,2685.419534
NCH55,OUT035,1855.623711
DRJ35,OUT049,1102.185143
FDS44,OUT035,4051.977092
DRE01,OUT018,4504.382164
FDY39,OUT013,2963.026979
FDY32,OUT018,2748.452342
FDR33,OUT027,2837.192338
NCP50,OUT049,1234.775866
FDZ47,OUT018,1444.010353
FDU57,OUT049,387.0700717
FDY44,OUT013,2951.854257
DRH59,OUT018,1068.743622
FDB03,OUT027,629.8702216
FDY46,OUT045,2602.952082
FDM39,OUT045,2159.582409
FDY36,OUT035,1230.269227
NCM55,OUT035,4191.869678
FDJ50,OUT010,1790.984174
DRL60,OUT013,2352.841582
NCJ54,OUT049,3945.700802
FDX59,OUT017,537.3807479
FDI07,OUT013,3395.547344
DRF51,OUT010,154.6738262
FDM14,OUT017,1504.910256
FDP21,OUT045,3463.347257
FDE40,OUT035,907.4438039
FDE05,OUT035,1981.086648
FDM13,OUT027,2733.410418
FDC34,OUT027,3087.530973
NCI55,OUT018,1783.869702
NCE43,OUT018,3359.852071
FDW58,OUT018,1799.586725
FDG60,OUT045,3498.779532
FDV31,OUT017,4655.3309
FDR47,OUT013,2691.876528
FDM60,OUT019,132.4026572
NCF06,OUT018,3028.131642
NCN26,OUT027,1988.661487
FDQ59,OUT049,1371.624884
FDF09,OUT046,650.3144433
NCS06,OUT017,4148.005578
FDT44,OUT046,1718.225437
FDI19,OUT017,3796.513084
FDT22,OUT017,1029.12455
NCF54,OUT027,2583.492809
DRG25,OUT045,2985.036751
FDB59,OUT017,2842.186194
FDQ37,OUT017,3536.53485
FDP56,OUT035,880.2293962
FDW44,OUT035,2485.824832
FDJ26,OUT010,524.2851971
FDU43,OUT018,4222.044553
FDW33,OUT045,268.3253919
NCX53,OUT027,2394.919111
FDN56,OUT010,425.5339823
DRF15,OUT049,333.7251956
FDO33,OUT017,1830.287638
FDZ39,OUT010,237.6701812
NCJ19,OUT017,1122.698307
FDU01,OUT035,3362.871639
FDT12,OUT035,3977.475597
NCM18,OUT018,865.1358834
FDP19,OUT017,1665.94023
NCR42,OUT049,160.0485385
FDN10,OUT046,2000.045903
FDG44,OUT017,912.4565337
FDQ10,OUT046,2750.806712
DRH13,OUT049,2514.229515
FDT52,OUT013,5615.382363
FDM56,OUT045,1592.760634
NCO43,OUT010,298.7581236
NCV29,OUT035,2451.694043
NCF06,OUT013,3028.131642
FDO50,OUT035,1463.787772
FDT59,OUT013,4494.186763
FDX40,OUT027,1460.290135
FDE50,OUT017,3735.624233
FDX51,OUT017,2722.48523
NCD30,OUT018,1486.259095
FDK15,OUT013,1802.521448
FDL12,OUT045,1154.236765
FDK46,OUT017,4311.931267
DRH49,OUT010,1295.513225
FDQ57,OUT046,2057.629443
FDY59,OUT017,181.1779604
FDO09,OUT018,4552.01745
NCG30,OUT035,1850.699461
FDM09,OUT017,483.4994164
NCN17,OUT027,2649.601196
NCS42,OUT013,1470.063606
FDD02,OUT019,333.9354072
FDE34,OUT013,542.63891
FDU38,OUT045,2860.109516
FDB33,OUT046,420.624655
NCJ29,OUT017,1249.382068
FDZ27,OUT035,851.3890416
FDI40,OUT013,2579.802292
FDG22,OUT013,700.7284955
FDT51,OUT017,1767.351527
FDF20,OUT018,3006.09171
FDV50,OUT035,1689.827664
FDT02,OUT049,692.5005022
DRC49,OUT017,2057.255865
FDF26,OUT049,2611.649701
FDV52,OUT035,255.2508509
FDX59,OUT049,537.3807479
FDV25,OUT035,4330.759996
FDW23,OUT027,772.6295348
FDE53,OUT018,1378.561787
FDA19,OUT017,1705.195769
FDH22,OUT046,2102.365682
NCO41,OUT013,1590.43698
FDX12,OUT017,2988.376853
FDF17,OUT013,5074.364529
FDS11,OUT045,3694.417079
FDR51,OUT035,2663.497112
FDT49,OUT010,231.8976055
FDC56,OUT013,1966.126889
FDR13,OUT027,1936.031442
FDQ60,OUT035,1964.342254
FDN38,OUT049,4166.682585
NCL29,OUT013,2433.526156
FDO13,OUT027,4129.104556
FDE26,OUT018,2211.697966
FDA31,OUT010,3095.656023
FDX14,OUT035,1405.998852
FDA34,OUT045,3709.930268
FDF26,OUT013,2611.649701
FDE38,OUT045,2772.571876
DRI11,OUT046,2117.365863
FDQ60,OUT027,1964.342254
FDL21,OUT027,665.7605059
DRC12,OUT027,3235.942334
FDC47,OUT046,4645.688989
FDE57,OUT045,2033.989789
FDT14,OUT045,2273.502651
NCZ53,OUT046,3207.82209
FDE28,OUT018,5371.661366
FDR19,OUT035,2606.132792
NCF54,OUT019,2583.492809
FDZ08,OUT046,1254.531311
